"edge_id","source","target","length","car","car reverse","bike","bike reverse","foot","WKT"
39,65287464,65287466,75.8353595,1,1,2,2,1,LINESTRING("-122.452 37.7487, -122.452 37.7494")
40,65287466,65287468,209.604282,1,1,2,2,1,LINESTRING("-122.452 37.7494, -122.452 37.7512")
41,65287468,65287477,129.107411,1,1,2,2,1,LINESTRING("-122.452 37.7512, -122.452 37.7515, -122.452 37.7517, -122.452 37.7519, -122.452 37.7522, -122.452 37.7523")
42,65287477,65287483,58.2155935,1,1,2,2,1,LINESTRING("-122.452 37.7523, -122.451 37.7524, -122.451 37.7526")
43,65287483,65287486,40.5529152,1,1,2,2,1,LINESTRING("-122.451 37.7526, -122.451 37.7526, -122.451 37.7527, -122.451 37.7527")
44,65287486,65287496,102.163037,1,1,2,2,1,LINESTRING("-122.451 37.7527, -122.451 37.7528, -122.451 37.753, -122.451 37.7531, -122.451 37.7532, -122.451 37.7534, -122.451 37.7536")
45,65287496,65287502,52.2737043,1,1,2,2,1,LINESTRING("-122.451 37.7536, -122.451 37.7538, -122.451 37.7538, -122.451 37.7539, -122.451 37.7539")
46,65287502,65287510,138.426477,1,1,2,2,1,LINESTRING("-122.451 37.7539, -122.451 37.754, -122.451 37.754, -122.451 37.7539, -122.452 37.7539, -122.453 37.7535")
47,65287510,65287520,271.736313,1,1,2,2,1,LINESTRING("-122.453 37.7535, -122.453 37.7534, -122.453 37.7533, -122.454 37.7534, -122.456 37.7538")
48,65287922,65287928,76.5162011,1,1,2,2,1,LINESTRING("-122.431 37.7366, -122.431 37.7361")
49,65287928,65287932,75.9607569,1,1,2,2,1,LINESTRING("-122.431 37.7361, -122.43 37.7356")
50,65287932,65287934,76.3307544,1,1,2,2,1,LINESTRING("-122.43 37.7356, -122.43 37.735")
51,65287934,358887694,38.7731378,1,1,2,2,1,LINESTRING("-122.43 37.735, -122.429 37.7348")
52,65288737,65288741,66.0209727,1,1,2,2,1,LINESTRING("-122.458 37.7536, -122.458 37.7541, -122.458 37.7541")
53,65288741,65288745,59.0491813,1,1,2,2,1,LINESTRING("-122.458 37.7541, -122.458 37.7546, -122.458 37.7546")
54,65288745,65288747,52.4661287,1,1,2,2,1,LINESTRING("-122.458 37.7546, -122.458 37.7548, -122.458 37.7551")
55,65289201,65289203,74.4062022,1,1,2,2,1,LINESTRING("-122.434 37.7401, -122.434 37.7394")
56,65289203,65289209,149.956669,1,1,2,2,1,LINESTRING("-122.434 37.7394, -122.434 37.7391, -122.434 37.7388, -122.434 37.7381")
57,65290123,65290162,93.2984346,1,1,2,2,1,LINESTRING("-122.444 37.7564, -122.444 37.7565, -122.444 37.7565, -122.444 37.7566, -122.445 37.7568, -122.445 37.757")
58,65290804,65290821,275.799555,1,1,2,2,1,LINESTRING("-122.454 37.7588, -122.454 37.7582, -122.455 37.7581, -122.455 37.7577, -122.456 37.7574, -122.456 37.7573, -122.456 37.7573, -122.456 37.7574")
59,65291292,65291311,101.392194,1,1,2,2,1,LINESTRING("-122.428 37.7397, -122.428 37.7396, -122.427 37.7389")
60,65291311,318299587,183.741626,1,1,2,2,1,LINESTRING("-122.427 37.7389, -122.427 37.7384, -122.428 37.7373")
61,65291341,65291345,261.736703,1,1,2,2,1,LINESTRING("-122.428 37.742, -122.428 37.7397")
62,65280393,65291990,54.4104332,1,1,2,2,1,LINESTRING("-122.431 37.7332, -122.431 37.7327")
63,65292169,65292183,522.649499,1,1,2,2,1,LINESTRING("-122.451 37.7284, -122.451 37.7291, -122.451 37.7299, -122.451 37.7307, -122.451 37.7315, -122.451 37.7316, -122.451 37.7323, -122.451 37.7331")
64,65292183,65292186,82.7320135,1,1,2,2,1,LINESTRING("-122.451 37.7331, -122.451 37.7338")
65,65292556,65292558,32.6026391,1,1,2,2,1,LINESTRING("-122.453 37.7581, -122.453 37.7583")
66,65292558,65290804,103.308192,1,1,2,2,1,LINESTRING("-122.453 37.7583, -122.453 37.7584, -122.453 37.7586, -122.454 37.7588, -122.454 37.7588")
67,65290804,65292574,80.9370797,1,1,2,2,1,LINESTRING("-122.454 37.7588, -122.454 37.7588, -122.455 37.7587")
68,65292574,65290821,204.783935,1,1,2,2,1,LINESTRING("-122.455 37.7587, -122.455 37.7586, -122.456 37.7585, -122.456 37.7583, -122.456 37.7576, -122.456 37.7575, -122.456 37.7574, -122.456 37.7574")
69,65290821,65292595,58.2143921,1,1,2,2,1,LINESTRING("-122.456 37.7574, -122.457 37.7572, -122.457 37.7572")
70,65293443,65293448,76.9737948,1,1,2,2,1,LINESTRING("-122.448 37.738, -122.448 37.7373")
71,65293448,65293450,81.3860792,1,1,2,2,1,LINESTRING("-122.448 37.7373, -122.448 37.7369, -122.448 37.7366")
72,65293710,65293715,81.0686426,1,1,2,2,1,LINESTRING("-122.445 37.7594, -122.445 37.7594, -122.446 37.7595")
73,65293878,65293880,39.2395276,1,1,2,2,1,LINESTRING("-122.441 37.7344, -122.441 37.7344")
74,65293880,65293884,71.5949374,1,1,2,2,1,LINESTRING("-122.441 37.7344, -122.442 37.7344")
75,65293884,65293898,87.8824029,1,1,2,2,1,LINESTRING("-122.442 37.7344, -122.442 37.7344, -122.442 37.7345, -122.442 37.7345, -122.443 37.7345, -122.443 37.7346, -122.443 37.7346")
76,65293898,65293899,120.127219,1,1,2,2,1,LINESTRING("-122.443 37.7346, -122.444 37.7346")
77,65293899,65293902,89.4384228,1,1,2,2,1,LINESTRING("-122.444 37.7346, -122.445 37.7345")
78,65293930,65293933,50.0467075,1,1,2,2,1,LINESTRING("-122.463 37.7586, -122.463 37.7586, -122.464 37.7585")
79,65293933,65293936,94.1215854,1,1,2,2,1,LINESTRING("-122.464 37.7585, -122.465 37.7585")
80,65293936,65293970,796.016062,1,1,2,2,1,LINESTRING("-122.465 37.7585, -122.465 37.7585, -122.466 37.7584, -122.467 37.7584, -122.468 37.7584, -122.469 37.7583, -122.47 37.7583, -122.471 37.7582, -122.471 37.7583, -122.471 37.7584, -122.471 37.7587, -122.472 37.7589, -122.472 37.759, -122.472 37.7591, -122.473 37.7593")
81,65294626,65294632,74.3953485,1,1,2,2,1,LINESTRING("-122.454 37.7367, -122.454 37.7366, -122.454 37.7361, -122.454 37.736")
82,258958635,65294667,13.2756755,1,1,2,2,1,LINESTRING("-122.459 37.7405, -122.459 37.7406")
83,65294667,315429861,52.7754982,1,1,2,2,1,LINESTRING("-122.459 37.7406, -122.459 37.7406, -122.459 37.7407, -122.46 37.7407")
84,315429861,65294676,47.9799089,1,1,2,2,1,LINESTRING("-122.46 37.7407, -122.46 37.7411")
85,65294676,65294688,287.235346,1,1,2,2,1,LINESTRING("-122.46 37.7411, -122.461 37.7424, -122.461 37.7426, -122.461 37.7427, -122.462 37.7429, -122.462 37.743")
86,65294688,65294693,92.7075886,1,1,2,2,1,LINESTRING("-122.462 37.743, -122.462 37.7431, -122.462 37.7432, -122.463 37.7434, -122.463 37.7434")
87,65294693,313880575,63.0669125,1,1,2,2,1,LINESTRING("-122.463 37.7434, -122.463 37.7437")
88,65294693,65294688,93.0580168,1,1,2,2,1,LINESTRING("-122.463 37.7434, -122.463 37.7433, -122.462 37.7431, -122.462 37.743, -122.462 37.743")
89,65294721,65294756,247.262616,1,1,2,2,1,LINESTRING("-122.456 37.7348, -122.455 37.7348, -122.455 37.7349, -122.455 37.735, -122.455 37.7349, -122.454 37.7349, -122.454 37.7348, -122.454 37.7347, -122.454 37.7347, -122.454 37.7349, -122.453 37.735, -122.453 37.7351")
90,65294756,65294765,124.080366,1,1,2,2,1,LINESTRING("-122.453 37.7351, -122.453 37.7352, -122.452 37.7351, -122.452 37.7351")
91,287838699,65295592,116.615987,1,1,2,2,1,LINESTRING("-122.449 37.7568, -122.45 37.7567")
92,65295592,65295594,58.1031169,1,1,2,2,1,LINESTRING("-122.45 37.7567, -122.451 37.7567")
93,65295594,65295600,89.7038524,1,1,2,2,1,LINESTRING("-122.451 37.7567, -122.452 37.7567, -122.452 37.7567")
94,65295691,65295703,102.827326,1,1,2,2,1,LINESTRING("-122.465 37.7468, -122.464 37.7467, -122.464 37.7466, -122.464 37.7466, -122.464 37.7466, -122.464 37.7467, -122.464 37.7467")
95,65295706,65295707,76.3061909,1,1,2,2,1,LINESTRING("-122.464 37.7459, -122.464 37.7464")
96,65295707,65295691,63.6212425,1,1,2,2,1,LINESTRING("-122.464 37.7464, -122.465 37.7468")
97,65295691,307636416,231.240747,1,1,2,2,1,LINESTRING("-122.465 37.7468, -122.465 37.7469, -122.465 37.7469, -122.466 37.7468, -122.466 37.7468, -122.466 37.7466, -122.466 37.7465, -122.466 37.7465, -122.467 37.7465, -122.467 37.7465, -122.467 37.7465")
98,65295984,65296001,201.10758,1,1,2,2,1,LINESTRING("-122.448 37.7399, -122.448 37.7397, -122.448 37.7394, -122.448 37.7391, -122.448 37.7389, -122.448 37.7386, -122.448 37.7381")
99,65296183,65296186,115.789672,1,1,2,2,1,LINESTRING("-122.431 37.7404, -122.431 37.7404, -122.432 37.7398")
100,65296411,65296414,92.8015725,1,1,2,2,1,LINESTRING("-122.433 37.7359, -122.432 37.735")
101,65296414,65296418,19.9074589,1,1,2,2,1,LINESTRING("-122.432 37.735, -122.432 37.7348")
102,65296418,65296421,32.5492422,1,1,2,2,1,LINESTRING("-122.432 37.7348, -122.432 37.7346")
103,65297337,65297340,86.8677171,1,1,2,2,1,LINESTRING("-122.445 37.7531, -122.444 37.7527")
104,65297455,65297459,78.1919412,1,1,2,2,1,LINESTRING("-122.45 37.7378, -122.451 37.7382")
105,287835447,325156292,16.0555532,3,0,2,0,1,LINESTRING("-122.452 37.7455, -122.452 37.7454, -122.452 37.7454")
106,325156292,65294883,150.378411,3,0,2,0,1,LINESTRING("-122.452 37.7454, -122.451 37.7442")
107,65294883,65294885,109.08779,3,0,2,0,1,LINESTRING("-122.451 37.7442, -122.45 37.7441, -122.45 37.7434")
108,65294885,65282931,10.8911105,3,0,2,0,1,LINESTRING("-122.45 37.7434, -122.45 37.7433")
109,65282931,65294931,466.430053,3,0,2,0,1,LINESTRING("-122.45 37.7433, -122.45 37.7433, -122.45 37.7431, -122.449 37.7429, -122.449 37.7428, -122.449 37.7427, -122.448 37.7427, -122.447 37.7426, -122.447 37.7426, -122.447 37.7425, -122.447 37.7424, -122.447 37.7424, -122.446 37.7423, -122.446 37.7422, -122.446 37.7422, -122.446 37.7421, -122.446 37.742, -122.446 37.7419, -122.446 37.7415, -122.446 37.7414, -122.446 37.7413, -122.446 37.7412")
110,65294931,65295000,755.920766,3,0,2,0,1,LINESTRING("-122.446 37.7412, -122.446 37.7411, -122.446 37.741, -122.446 37.741, -122.445 37.7409, -122.445 37.7409, -122.445 37.7408, -122.445 37.7407, -122.444 37.7406, -122.444 37.7403, -122.444 37.7402, -122.444 37.7401, -122.444 37.7401, -122.444 37.74, -122.443 37.7399, -122.443 37.7398, -122.443 37.7398, -122.443 37.7397, -122.443 37.7397, -122.443 37.7396, -122.443 37.7396, -122.443 37.7395, -122.443 37.7394, -122.443 37.7394, -122.443 37.7392, -122.443 37.7386, -122.443 37.7384, -122.443 37.7383, -122.443 37.7382, -122.442 37.7378, -122.442 37.7376, -122.442 37.7375, -122.442 37.7374, -122.442 37.7374, -122.442 37.7373, -122.443 37.7372, -122.443 37.7371, -122.444 37.7366, -122.444 37.7365")
111,65295000,358901209,265.094408,3,0,2,0,1,LINESTRING("-122.444 37.7365, -122.444 37.7365, -122.444 37.7364, -122.444 37.7363, -122.444 37.7361, -122.444 37.736, -122.444 37.7359, -122.444 37.7358, -122.444 37.7357, -122.444 37.7357, -122.443 37.7356, -122.443 37.7356, -122.443 37.7356, -122.442 37.7358, -122.442 37.7359, -122.442 37.7359, -122.442 37.7359")
112,65297547,65297570,229.149167,1,1,2,2,1,LINESTRING("-122.444 37.7461, -122.444 37.746, -122.444 37.7459, -122.444 37.7456, -122.444 37.7452, -122.444 37.745, -122.444 37.7449, -122.444 37.7448, -122.444 37.7448, -122.443 37.7448, -122.443 37.7449")
113,65297570,65297575,40.5474428,1,1,2,2,1,LINESTRING("-122.443 37.7449, -122.443 37.7449, -122.443 37.7451")
114,65296418,65297899,231.7226,1,1,2,2,1,LINESTRING("-122.432 37.7348, -122.433 37.7351, -122.433 37.7353, -122.434 37.7361, -122.434 37.7362")
115,65297899,65297910,78.5560957,1,1,2,2,1,LINESTRING("-122.434 37.7362, -122.435 37.7361, -122.435 37.7359, -122.435 37.7357")
116,65297910,65297913,14.2044907,1,1,2,2,1,LINESTRING("-122.435 37.7357, -122.435 37.7356")
117,65297913,65297922,28.5231203,1,1,2,2,1,LINESTRING("-122.435 37.7356, -122.435 37.7357")
118,65297922,65297926,46.8555469,1,1,2,2,1,LINESTRING("-122.435 37.7357, -122.436 37.7359")
119,65297926,65297940,191.04011,1,1,2,2,1,LINESTRING("-122.436 37.7359, -122.436 37.7358, -122.437 37.7359, -122.437 37.7359, -122.437 37.7359, -122.438 37.7358")
120,65297940,65297946,75.4351629,1,1,2,2,1,LINESTRING("-122.438 37.7358, -122.439 37.7357, -122.439 37.7357")
121,65287922,65289209,302.39961,1,1,2,2,1,LINESTRING("-122.431 37.7366, -122.432 37.7368, -122.432 37.7369, -122.432 37.7369, -122.432 37.7369, -122.433 37.7369, -122.433 37.737, -122.433 37.7372, -122.433 37.7375, -122.433 37.7377, -122.434 37.7381")
122,65289209,65298083,88.1775586,1,1,2,2,1,LINESTRING("-122.434 37.7381, -122.434 37.7387, -122.435 37.7388")
123,65298136,263133817,318.143836,1,0,2,0,1,LINESTRING("-122.447 37.754, -122.447 37.7541, -122.447 37.7542, -122.447 37.7543, -122.447 37.7544, -122.446 37.7544, -122.446 37.7546, -122.446 37.7547, -122.447 37.7548, -122.447 37.7549, -122.447 37.755, -122.447 37.755, -122.447 37.7548, -122.447 37.7547, -122.447 37.7544, -122.447 37.7542, -122.447 37.7541")
124,65298221,65298225,78.8507805,1,1,2,2,1,LINESTRING("-122.447 37.7376, -122.447 37.7379")
125,65298225,65293443,15.6947889,1,1,2,2,1,LINESTRING("-122.447 37.7379, -122.448 37.738")
126,65293443,65296001,54.6722155,1,1,2,2,1,LINESTRING("-122.448 37.738, -122.448 37.7381, -122.448 37.7381")
127,65296001,65298234,68.8395893,1,1,2,2,1,LINESTRING("-122.448 37.7381, -122.448 37.7381, -122.449 37.738, -122.449 37.738")
128,65298234,65298240,47.4311421,1,1,2,2,1,LINESTRING("-122.449 37.738, -122.449 37.738, -122.449 37.738, -122.449 37.738")
129,65298240,65297455,54.5471527,1,1,2,2,1,LINESTRING("-122.449 37.738, -122.45 37.738, -122.45 37.738, -122.45 37.7379, -122.45 37.7379, -122.45 37.7378")
130,65297455,65298252,204.791676,1,1,2,2,1,LINESTRING("-122.45 37.7378, -122.45 37.7378, -122.45 37.7376, -122.451 37.7374, -122.451 37.7373, -122.452 37.7367")
131,65298252,65298273,80.7007386,1,1,2,2,1,LINESTRING("-122.452 37.7367, -122.452 37.7367, -122.452 37.7365, -122.452 37.7364, -122.452 37.7361")
132,65298273,65294765,108.445345,1,1,2,2,1,LINESTRING("-122.452 37.7361, -122.452 37.736, -122.451 37.7359, -122.451 37.7358, -122.452 37.7357, -122.452 37.7356, -122.452 37.7356, -122.452 37.7355, -122.452 37.7354, -122.452 37.7353, -122.452 37.7352, -122.452 37.7351")
133,65294765,65298294,102.336734,1,1,2,2,1,LINESTRING("-122.452 37.7351, -122.452 37.735, -122.451 37.7349, -122.451 37.7349, -122.451 37.7348, -122.451 37.7346")
134,65298304,65298305,81.6178584,1,1,2,2,1,LINESTRING("-122.451 37.7345, -122.45 37.734")
135,65283094,65298314,59.5464582,1,1,2,2,1,LINESTRING("-122.433 37.7345, -122.433 37.734")
136,65298642,65298664,165.200218,1,1,2,2,1,LINESTRING("-122.445 37.7619, -122.445 37.7617, -122.446 37.7612, -122.445 37.7608, -122.445 37.7605")
137,65298703,65288747,130.731908,1,1,2,2,1,LINESTRING("-122.457 37.7557, -122.457 37.7557, -122.458 37.7557, -122.458 37.7557, -122.458 37.7556, -122.458 37.7554, -122.458 37.7553, -122.458 37.7552, -122.458 37.7551, -122.458 37.7551, -122.458 37.7551")
138,65288747,65298742,149.649547,1,1,2,2,1,LINESTRING("-122.458 37.7551, -122.459 37.7551, -122.459 37.7555, -122.459 37.7556, -122.46 37.7559")
139,65298742,65296750,158.666328,1,1,2,2,1,LINESTRING("-122.46 37.7559, -122.46 37.7562, -122.46 37.7566, -122.46 37.757, -122.46 37.7572, -122.46 37.7573")
140,65296750,65298820,572.558992,1,1,2,2,1,LINESTRING("-122.46 37.7573, -122.46 37.7575, -122.46 37.7578, -122.461 37.758, -122.461 37.7582, -122.461 37.7583, -122.461 37.7584, -122.46 37.7585, -122.46 37.7585, -122.459 37.7586, -122.459 37.7587, -122.459 37.7588, -122.459 37.7591, -122.46 37.7597, -122.46 37.7599, -122.46 37.76, -122.46 37.76, -122.459 37.76, -122.459 37.7601, -122.459 37.7602, -122.459 37.7603, -122.459 37.7605, -122.459 37.7607, -122.459 37.7608")
141,65298939,65298947,172.029706,1,1,2,2,1,LINESTRING("-122.44 37.7404, -122.439 37.7406, -122.44 37.7409, -122.44 37.741, -122.44 37.7415")
142,65299144,65299154,115.928726,1,1,2,2,1,LINESTRING("-122.453 37.743, -122.453 37.7425, -122.454 37.7423, -122.454 37.7422")
143,65299154,65299156,43.5734403,1,1,2,2,1,LINESTRING("-122.454 37.7422, -122.454 37.7419")
144,65299156,65299159,79.7044445,1,1,2,2,1,LINESTRING("-122.454 37.7419, -122.454 37.7412")
145,65299226,65299236,78.9594948,1,1,2,2,1,LINESTRING("-122.451 37.7551, -122.45 37.7549, -122.45 37.7546, -122.45 37.7546")
146,65299236,65299261,67.9109784,1,1,2,2,1,LINESTRING("-122.45 37.7546, -122.45 37.7545, -122.45 37.7541")
147,65299460,65299488,186.220844,1,1,2,2,1,LINESTRING("-122.435 37.7383, -122.435 37.7379, -122.436 37.7377, -122.436 37.7373")
148,65299488,65299504,127.692245,1,1,2,2,1,LINESTRING("-122.436 37.7373, -122.436 37.7372, -122.437 37.7371, -122.438 37.7372")
149,65299504,65299521,77.2278268,1,1,2,2,1,LINESTRING("-122.438 37.7372, -122.438 37.7377, -122.438 37.7377")
150,65299521,258929958,152.461951,1,1,2,2,1,LINESTRING("-122.438 37.7377, -122.438 37.7378, -122.439 37.7379, -122.44 37.7379, -122.44 37.7378")
151,258929958,65299533,6.07066508,1,1,2,2,1,LINESTRING("-122.44 37.7378, -122.44 37.7378")
152,65301188,65301198,150.528676,1,1,2,2,1,LINESTRING("-122.445 37.7461, -122.446 37.7462, -122.446 37.7462, -122.446 37.7462, -122.447 37.7461")
153,65301198,65301199,34.2979304,1,1,2,2,1,LINESTRING("-122.447 37.7461, -122.447 37.7461")
154,65301431,65301435,87.1639728,1,1,2,2,1,LINESTRING("-122.443 37.7482, -122.443 37.7481, -122.443 37.748")
155,65301683,65301720,165.000555,1,1,2,2,1,LINESTRING("-122.444 37.7316, -122.444 37.7323, -122.444 37.7323, -122.444 37.7331")
156,65301720,65301726,80.3939435,1,1,2,2,1,LINESTRING("-122.444 37.7331, -122.444 37.7338")
157,65301726,65293899,82.9649232,1,1,2,2,1,LINESTRING("-122.444 37.7338, -122.444 37.7346")
158,65302105,65302109,97.5650385,1,1,2,2,1,LINESTRING("-122.438 37.7555, -122.439 37.7554")
159,65302248,65302249,41.3103834,1,1,2,2,1,LINESTRING("-122.46 37.7487, -122.46 37.7489")
160,65302249,258919553,11.8817129,1,1,2,2,1,LINESTRING("-122.46 37.7489, -122.46 37.749")
161,65301487,432711167,98.5259178,1,1,2,2,1,LINESTRING("-122.44 37.7372, -122.44 37.7363")
162,432711167,65301488,47.3889774,1,1,2,2,1,LINESTRING("-122.44 37.7363, -122.44 37.7359")
163,65301488,65301492,38.7712532,1,1,2,2,1,LINESTRING("-122.44 37.7359, -122.44 37.7356, -122.44 37.7355")
164,65301492,65280473,68.9553791,1,1,2,2,1,LINESTRING("-122.44 37.7355, -122.44 37.7352, -122.44 37.7349")
165,65280473,259407845,10.2609204,1,1,2,2,1,LINESTRING("-122.44 37.7349, -122.44 37.7349")
166,65302678,65302685,35.1965901,1,1,2,2,1,LINESTRING("-122.443 37.753, -122.443 37.753, -122.443 37.7529, -122.443 37.7528")
167,65302685,65302699,28.2883725,1,1,2,2,1,LINESTRING("-122.443 37.7528, -122.443 37.7527, -122.443 37.7526, -122.443 37.7526, -122.443 37.7526")
168,65302699,260494526,11.4522036,1,1,2,2,1,LINESTRING("-122.443 37.7526, -122.443 37.7525")
169,65302704,65302685,75.7747834,1,1,2,2,1,LINESTRING("-122.444 37.7528, -122.443 37.7528")
170,65302714,65302217,88.5412009,1,1,2,2,1,LINESTRING("-122.432 37.7571, -122.432 37.7563")
171,65302755,65302763,629.918601,1,1,2,2,1,LINESTRING("-122.463 37.7661, -122.463 37.766, -122.463 37.7651, -122.463 37.7642, -122.463 37.7623, -122.463 37.7605")
172,65302763,65302764,76.9787124,1,1,2,2,1,LINESTRING("-122.463 37.7605, -122.463 37.7598")
173,65303628,65303632,179.202444,1,1,2,2,1,LINESTRING("-122.429 37.7548, -122.429 37.7544, -122.429 37.7532")
174,65303632,65303635,94.0008074,1,1,2,2,1,LINESTRING("-122.429 37.7532, -122.429 37.7524")
175,65303635,65303637,82.9384669,1,1,2,2,1,LINESTRING("-122.429 37.7524, -122.429 37.7516")
176,65303637,65303640,90.2451267,1,1,2,2,1,LINESTRING("-122.429 37.7516, -122.428 37.7508")
177,65303640,65288869,88.991449,1,1,2,2,1,LINESTRING("-122.428 37.7508, -122.428 37.75")
178,65303772,65287466,83.9059311,1,1,2,2,1,LINESTRING("-122.453 37.7493, -122.452 37.7493, -122.452 37.7494")
179,65287466,65303786,230.983474,1,1,2,2,1,LINESTRING("-122.452 37.7494, -122.452 37.7495, -122.452 37.7496, -122.452 37.7498, -122.452 37.75, -122.452 37.7512")
